timestamp,open,high,low,close,volume
2026-09-08T13:30:00Z,317.39,320.7,316.52,317.27,1.19297e+06
2026-09-08T13:35:00Z,317.2,317.62,315.7,317.38,520348
2026-09-08T13:40:00Z,317.355,318.07,317.2,317.518,334007
2026-09-08T13:45:00Z,317.5,317.5,316.18,316.22,256858
2026-09-08T13:50:00Z,316.22,316.64,315.98,316.46,252760
2026-09-08T13:55:00Z,316.46,317.65,316.43,316.9,242673
2026-09-08T14:00:00Z,316.92,317.26,316.361,316.858,352272
2026-09-08T14:05:00Z,316.87,316.88,315.93,315.955,224857
2026-09-08T14:10:00Z,315.92,316.103,315.73,315.885,189317
2026-09-08T14:15:00Z,315.87,315.99,315.525,315.959,284298
2026-09-08T14:20:00Z,315.98,316,315.6,315.74,175115
2026-09-08T14:25:00Z,315.75,315.9,315.292,315.67,399219
2026-09-08T14:30:00Z,315.67,315.68,315.27,315.655,165896
2026-09-08T14:35:00Z,315.64,315.94,315.45,315.92,218862
2026-09-08T14:40:00Z,315.93,316.27,315.77,316.09,221569
2026-09-08T14:45:00Z,316.09,316.18,315.88,316.165,155412
2026-09-08T14:50:00Z,316.156,316.305,315.96,316.28,134428
2026-09-08T14:55:00Z,316.29,316.38,315.62,315.975,215045
2026-09-08T15:00:00Z,316,316.57,315.882,316.425,341878
2026-09-08T15:05:00Z,316.425,316.471,315.715,315.79,133034
2026-09-08T15:10:00Z,315.81,316.5,315.77,316.2,172121
2026-09-08T15:15:00Z,316.205,316.4,315.86,315.895,140340
2026-09-08T15:20:00Z,315.885,316.38,315.75,316.375,207381
2026-09-08T15:25:00Z,316.365,316.78,316.18,316.245,135026
2026-09-08T15:30:00Z,316.24,316.39,316.02,316.26,138951
2026-09-08T15:35:00Z,316.26,316.37,316.13,316.295,99335
2026-09-08T15:40:00Z,316.28,316.81,316.21,316.415,224671
2026-09-08T15:45:00Z,316.41,316.6,316.11,316.195,112845
2026-09-08T15:50:00Z,316.195,316.48,316.16,316.16,129297
2026-09-08T15:55:00Z,316.16,316.27,316,316.08,136622
2026-09-08T16:00:00Z,316.065,316.13,315.82,316.03,133370
2026-09-08T16:05:00Z,316.01,316.268,315.72,315.73,104213
2026-09-08T16:10:00Z,315.738,315.78,315.54,315.595,123860
2026-09-08T16:15:00Z,315.59,315.76,315.47,315.49,165379
2026-09-08T16:20:00Z,315.495,315.96,315.46,315.79,117217
2026-09-08T16:25:00Z,315.79,316.14,315.79,316.085,131624
2026-09-08T16:30:00Z,316.1,316.13,315.9,315.95,105634
2026-09-08T16:35:00Z,315.96,316.03,315.88,316.02,90997
2026-09-08T16:40:00Z,316.03,316.18,315.99,316.09,98638
2026-09-08T16:45:00Z,316.08,316.18,316,316.105,103779
2026-09-08T16:50:00Z,316.105,316.14,315.95,316.08,83346
2026-09-08T16:55:00Z,316.1,316.11,315.75,315.99,100065
2026-09-08T17:00:00Z,315.99,316.43,315.95,316.42,119422
2026-09-08T17:05:00Z,316.43,316.56,316.16,316.185,93693
2026-09-08T17:10:00Z,316.18,316.25,316.05,316.185,92885
2026-09-08T17:15:00Z,316.17,316.2,316,316.07,78520
2026-09-08T17:20:00Z,316.07,316.19,315.79,316.1,102685
2026-09-08T17:25:00Z,316.102,316.28,315.98,316.27,76344
2026-09-08T17:30:00Z,316.272,316.313,316.14,316.2,80791
2026-09-08T17:35:00Z,316.2,316.27,316.05,316.05,132514
2026-09-08T17:40:00Z,316.08,316.33,316.04,316.26,130498
2026-09-08T17:45:00Z,316.26,316.3,316.02,316.16,87443
