timestamp,open,high,low,close,volume
2026-09-08T13:30:00Z,493.29,495.19,491.3,494.337,634728
2026-09-08T13:35:00Z,494.36,494.5,492.25,492.48,196002
2026-09-08T13:40:00Z,492.38,493.21,491.8,493.025,146577
2026-09-08T13:45:00Z,492.95,493.05,491.36,492.22,163822
2026-09-08T13:50:00Z,492.19,493.04,491.2,492.985,120350
2026-09-08T13:55:00Z,492.985,493.73,492.75,492.96,134685
2026-09-08T14:00:00Z,492.89,493.07,491.5,492.35,107395
2026-09-08T14:05:00Z,492.39,492.77,491.41,491.5,89305
2026-09-08T14:10:00Z,491.445,492.245,491.18,491.51,87324
2026-09-08T14:15:00Z,491.545,492.42,491.2,492.413,102134
2026-09-08T14:20:00Z,492.42,492.97,491.55,491.8,110542
2026-09-08T14:25:00Z,491.76,491.85,490.19,490.516,234059
2026-09-08T14:30:00Z,490.46,490.95,490.3,490.533,46007
2026-09-08T14:35:00Z,490.885,492.11,490.86,492.045,121198
2026-09-08T14:40:00Z,492.09,492.6,491.82,492.305,68195
2026-09-08T14:45:00Z,492.35,492.68,491.971,492.326,68160
2026-09-08T14:50:00Z,492.34,492.5,491.715,491.905,65322
2026-09-08T14:55:00Z,491.92,492.5,491.52,492.04,58612
2026-09-08T15:00:00Z,492.08,492.8,491.99,492.8,52488
2026-09-08T15:05:00Z,492.75,493,492.25,492.68,57944
2026-09-08T15:10:00Z,492.72,493.63,492.72,493.37,82108
2026-09-08T15:15:00Z,493.32,494.14,493.1,493.2,82313
2026-09-08T15:20:00Z,493.155,493.243,492.4,493.04,69220
2026-09-08T15:25:00Z,493.05,493.267,492.67,493.08,48106
2026-09-08T15:30:00Z,493.11,493.34,492.9,493.18,58046
2026-09-08T15:35:00Z,493.2,493.31,492.53,492.69,53314
2026-09-08T15:40:00Z,492.69,493.14,492.62,493,48499
2026-09-08T15:45:00Z,493.06,493.13,492.56,492.655,53477
2026-09-08T15:50:00Z,492.655,492.89,492.55,492.69,52804
2026-09-08T15:55:00Z,492.7,493.14,492.68,492.71,53106
2026-09-08T16:00:00Z,492.71,492.85,492.39,492.78,60244
2026-09-08T16:05:00Z,492.742,493.2,492.44,492.55,41854
2026-09-08T16:10:00Z,492.5,492.57,492.25,492.445,50890
2026-09-08T16:15:00Z,492.5,492.56,491.61,491.625,48583
2026-09-08T16:20:00Z,491.652,491.885,491.4,491.525,53216
2026-09-08T16:25:00Z,491.58,491.805,491.13,491.295,47609
2026-09-08T16:30:00Z,491.29,491.72,491.2,491.51,55471
2026-09-08T16:35:00Z,491.5,491.61,491.29,491.545,39509
2026-09-08T16:40:00Z,491.545,491.97,491.37,491.87,48273
2026-09-08T16:45:00Z,491.91,492.1,491.684,491.772,54866
2026-09-08T16:50:00Z,491.72,492.11,491.31,491.88,50162
2026-09-08T16:55:00Z,491.93,492.06,491.2,491.598,45639
2026-09-08T17:00:00Z,491.575,492.41,491.57,492.41,68868
2026-09-08T17:05:00Z,492.33,492.925,492.235,492.26,38768
2026-09-08T17:10:00Z,492.3,492.34,492.25,492.305,2867
2026-09-08T17:15:00Z,492.565,492.88,492.53,492.58,40891
