timestamp,open,high,low,close,volume
2026-08-25T16:00:00Z,211.63,213.435,211.441,212.98,2.08404e+07
2026-08-26T16:00:00Z,210.62,211.33,209.23,209.95,3.24003e+07
2026-08-27T16:00:00Z,226.185,230.47,225.35,228.05,5.12482e+07
2026-08-28T16:00:00Z,221.345,221.385,216.81,217.54,4.83879e+07
2026-08-31T16:00:00Z,219.5,221.3,217.71,220.88,2.52608e+07
2026-09-01T16:00:00Z,220.25,220.3,216.35,217.54,2.04031e+07
2026-09-02T16:00:00Z,227.6,227.82,223.73,224.4,3.01286e+07
2026-09-03T16:00:00Z,227.51,230.4,226.88,228.4,2.77662e+07
2026-09-04T16:00:00Z,231.03,232.235,229.63,230.345,2.45665e+07
2026-09-08T16:00:00Z,226.27,226.48,224.85,225.78,2.3623e+07
2026-09-09T16:00:00Z,224.45,224.51,223.46,223.7,1.34451e+07
